standard_whisky_name,nose,palate,finish,source_url,sweetness,smoky,fruity,spicy,body,tagline,menthol,abv,data_source
Glen Scotia Victoriana Cask Strength,"묵직한 오크 향과 함께 진한 바닐라, 구운 설탕, 그리고 은은한 훈연 향과 갯바람의 뉘앙스가 느껴집니다.","강렬한 도수에서 오는 묵직한 바디감과 함께 다크 초콜릿, 블랙커런트, 풍부한 스파이스가 혀를 감쌉니다.",드라이하면서도 길고 스파이시한 여운이 깊은 인상을 남깁니다.,,3,2,3,5,5,캠벨타운의 전통을 담은 강렬하고 묵직한 캐스크 스트렝스,1,54.2,ai_estimated
Richard Hennessy,"풍부한 향신료의 아로마와 함께 가죽, 담배, 그리고 릴랙스한 오크와 꿀의 향이 압도적으로 다가옵니다.","절제된 우아함 속에서 꿀, 붉은 과일, 정향과 같은 복합적인 풍미가 벨벳처럼 부드럽게 퍼집니다.",끝없이 이어지는 듯한 복합적이고 극도로 긴 여운이 여운을 줍니다.,,4,1,4,4,5,코낙의 정수가 빚어낸 궁극의 예술품,1,40.0,ai_estimated
Hibiki 21 Year Old,"잘 익은 사과, 멜론, 감귤류의 과일 향에 감미로운 벌꿀과 일본 오크(미즈나라)의 향이 우아하게 어우러집니다.","입안을 채우는 샌달우드와 허니컴의 달콤함, 그리고 은은한 과일의 풍미가 완벽한 조화를 이룹니다.",미즈나라 오크의 깊고 향긋한 풍미가 길고 우아하게 이어집니다.,,4,1,5,2,4,"일본 하모니의 정점, 깊고 우아한 오케스트라",1,43.0,ai_estimated
Hibiki 30 Year Old,"농축된 잘 익은 과일, 백단향, 그리고 오랜 세월 숙성된 오크의 깊고 고풍스러운 아로마가 피어오릅니다.","꿀, 화이트 초콜릿, 말린 과일의 풍미가 혀끝에서 부드럽게 녹아들며 놀라운 복합성을 보여줍니다.",끝없이 길게 이어지는 깊은 여운과 향긋한 오크의 향이 숭고함을 자아냅니다.,,4,1,5,2,5,시간이 빚어낸 럭셔리 블렌디드의 최고봉,1,43.0,ai_estimated
Scotch Blue 17 Year Old,부드러운 캐러멜과 바닐라 향에 은은한 과일 향이 더해져 편안하고 친숙한 아로마를 선사합니다.,부드러운 질감과 함께 은은한 단맛과 고소한 몰트의 풍미가 마시기 편하게 다가옵니다.,깔끔하고 부드럽게 마무리되며 자극적이지 않은 여운을 남깁니다.,,3,1,2,2,3,한국인의 입맛에 맞춘 부드러운 스카치 위스키,1,40.0,ai_estimated
Hennessy VSOP,바닐라와 정향의 스파이시함이 어우러진 신선한 과일 아로마가 균형감 있게 다가옵니다.,"부드러운 목 넘김과 함께 감미로운 꿀, 설탕에 절인 과일, 약간의 오크 풍미가 조화롭게 느껴집니다.",과일과 은은한 스파이스의 여운이 깔끔하게 마무리됩니다.,,3,1,4,3,3,전 세계가 사랑하는 균형 잡힌 꼬바시의 기준,1,40.0,ai_estimated
Hakushu 18 Year Old,"신선한 허브, 숲속의 풀잎, 청사과, 그리고 은은한 피트 스모크가 상쾌하게 코를 감쌉니다.","배, 민트, 자몽의 청량함과 함께 달콤한 바닐라와 은은한 스모키함이 복합적으로 춤을 춥니다.",상쾌함과 그윽한 스모크가 어우러져 길고 깨끗한 여운을 남깁니다.,,3,2,4,2,4,숲속 증류소의 청량함과 깊이가 담긴 싱글 몰트,3,43.0,ai_estimated
Hibiki 12 Year Old,"매화, 오렌지 껍질, 그리고 달콤한 허니의 향이 화사하고 가볍게 다가옵니다.","커스터드 크림, 사과, 그리고 살짝 매콤한 진저의 풍미가 부드럽게 조화를 이룹니다.",달콤하면서도 산뜻한 과일 향이 깔끔한 여운을 선사합니다.,,4,1,4,2,3,조화와 균형의 미학을 담은 프리미엄 블렌디드,1,43.0,ai_estimated
Balvenie Tasting Class,"발베니 특유의 풍부한 꿀 향과 함께 바닐라, 오렌지 껍질, 그리고 은은한 견과류 아로마가 느껴집니다.","입안을 감싸는 크리미한 바닐라와 달콤한 오렌지, 그리고 따뜻한 스파이스의 풍미가 매력적입니다.",달콤하고 부드러운 여운이 길게 이어집니다.,,4,1,3,2,3,발베니의 클래식한 매력을 배우는 달콤한 시간,1,40.0,ai_estimated
Macallan 18 Year Old,"말린 과일, 생강, 토피의 진한 향과 함께 고급스러운 셰리 오크의 아로마가 풍부하게 피어오릅니다.","건포도, 무화과 등 진한 셰리 노트와 함께 바닐라, 오렌지, 그리고 부드러운 향신료의 풍미가 꽉 찬 바디감을 줍니다.",오랜 숙성에서 오는 깊고 따뜻한 스파이스와 말린 과일의 여운이 깁니다.,,4,1,5,3,5,셰리 오크 위스키의 영원한 기준과 명작,1,43.0,ai_estimated
Signatory 2009 Speyside 16 Year Old,"잘 익은 사과와 배 같은 과일 향을 중심으로 바닐라 크림, 구운 오크의 향이 향긋하게 다가옵니다.","시럽에 절인 과일, 몰트의 고소함, 그리고 부드러운 바닐라와 은은한 허브의 풍미가 조화롭습니다.",과일의 달콤함과 은은한 오크의 쌉싸름함이 깔끔한 여운을 남깁니다.,,3,1,4,2,3,독립 병입자의 손길로 재해석된 스페이사이드의 진수,1,46.0,ai_estimated
Tamnavulin Sherry Cask Finish,"풍부한 바닐라와 캐러멜 향 위에 얹어진 진한 건포도, 오렌지 껍질, 그리고 베리의 달콤한 아로마가 감돌니다.","초콜릿, 생강 케이크, 그리고 셰리 오크 특유의 말린 과일 풍미가 달콤하고 부드럽게 퍼집니다.",따뜻하고 달콤한 여운이 기분 좋게 마무리됩니다.,,4,1,4,2,3,셰리 피니시의 매력을 가성비 있게 즐기는 즐거움,1,40.0,ai_estimated
Glenfiddich 18 Year Old,"구운 사과, 배, 그리고 풍부한 오크 향과 함께 은은한 토피와 시나몬의 아로마가 어우러집니다.","드라이한 오크 향 속에서 피어나는 달콤한 말린 과일, 사과 캔디, 그리고 부드러운 스파이스가 돋보입니다.",우아하고 따뜻한 여운이 길고 깊게 이어집니다.,,3,1,4,2,4,18년의 세월이 빚어낸 우아하고 풍부한 과일의 향연,1,40.0,ai_estimated
Ilpum Jinro Oak 43,오크통 숙성에서 오는 부드러운 바닐라와 은은한 우디 향이 증류식 소주의 깔끔함과 조화를 이룹니다.,"입안에서 묵직하면서도 부드럽게 퍼지며, 은은한 단맛과 곡물의 고소함, 오크의 풍미가 느껴집니다.",깔끔하고 단정한 여운이 깊은 여운을 남깁니다.,,3,1,2,2,4,오크 숙성으로 품격을 더한 프리미엄 증류식 소주,1,43.0,ai_estimated
Suntory Whisky,은은한 사과와 감귤류의 시트러스 향에 가벼운 꿀과 바닐라 뉘앙스가 어우러집니다.,"부드럽고 깔끔한 곡물 풍미와 함께 사과, 배 계열의 과일 맛이 가볍게 감돌며 마시기 편합니다.",깔끔하고 드라이하게 떨어지며 은은한 오크의 여운을 남깁니다.,,2,1,3,2,2,누구나 편하게 즐기는 일본 블렌디드의 기준,1,40,ai_estimated
Blanton's Master Class Single Barrel,풍부한 바닐라와 캐러멜 향을 바탕으로 구운 오크와 은은한 계피 향이 감돌아옵니다.,입안을 채우는 진한 캐러멜과 꿀의 단맛 뒤로 옥수수 매쉬의 고소함과 균형 잡힌 스파이스가 느껴집니다.,따뜻하고 스파이시한 여운이 길고 깊게 지속됩니다.,,4,1,3,3,4,마스터 클래스의 품격이 담긴 싱글 배럴 버번,1,51.5,ai_estimated
Blanton's Gold,"꿀, 바닐라, 진한 오크 향과 함께 다크 초콜릿과 말린 과일의 복합적인 아로마가 느껴집니다.","크리미한 질감과 함께 진한 캐러멜, 토피, 그리고 풍성한 오렌지 껍질의 풍미가 훌륭한 조화를 이룹니다.",달콤함과 스파이스가 완벽한 균형을 이루며 길고 깊은 여운을 선사합니다.,,4,1,3,3,4,황금빛 밸런스를 자랑하는 프리미엄 버번,1,51.5,ai_estimated
Blanton's Straight From The Barrel,"농축된 캐러멜, 바닐라, 호두의 고소함과 함께 강렬한 오크와 흑설탕의 아로마가 폭발합니다.","입안 가득 퍼지는 진한 버터스카치, 초콜릿, 그리고 묵직한 스파이스가 폭발적인 풍미를 선사합니다.","매우 길고 강렬하며, 달콤한 여운과 스파이시함이 오랫동안 혀를 감쌉니다.",,4,1,3,5,5,"타협하지 않은 강렬함, 배럴 프루프의 진수",1,65,ai_estimated
Daftmill 2011 Winter Batch,"청사과, 잘 익은 배의 신선함과 함께 은은한 풀내음과 크리미한 바닐라 아로마가 돋보입니다.","부드럽고 섬세한 곡물 맛과 함께 꿀, 시트러스, 그리고 마시멜로 같은 달콤함이 우아하게 펼쳐집니다.",깔끔하면서도 은은한 과일과 맥아의 여운이 길게 이어집니다.,,3,1,4,2,3,로랜드 농장 맥아의 순수하고 섬세한 예술,1,46,ai_estimated
Glenrothes 15 Year Old,"풍부한 말린 과일, 바닐라, 그리고 셰리 통에서 기인한 달콤한 건포도 향이 감돈다.","바닐라와 오렌지 껍질, 그리고 견과류의 고소함이 크리미한 질감과 함께 부드럽게 감쌉니다.",부드러운 과일의 단맛과 은은한 향신료의 여운이 포근하게 남습니다.,,4,1,4,2,3,셰리와 과일향이 빚어낸 우아한 스페이사이드,1,43,ai_estimated
Suntory Sui Gin,"유자, 녹차, 생강 등 일본 전통 보타니컬의 향이 상큼하고 청량하게 다가옵니다.",입안에서 터지는 유자의 시트러스함과 생강의 알싸함이 전통 진의 허브 향과 조화를 이룹니다.,녹차 특유의 깔끔함과 산뜻한 여운이 가볍게 마무리됩니다.,,1,1,3,3,2,일식과 완벽한 조화를 이루는 일본식 진,1,40,ai_estimated
Chivas Regal 13 Year Old Mizunara,달콤한 배와 오렌지 제스트의 과일 향에 미즈나라 오크 특유의 향신료와 은은한 코코넛 향이 감돕니다.,부드러운 과일 잼의 단맛과 함께 미즈나라 오크에서 오는 독특한 이국적 스파이스가 조화를 이룹니다.,은은한 향신료와 달콤한 바닐라의 여운이 기분 좋게 맴돕니다.,,3,1,3,3,3,미즈나라 오크가 더한 매혹적인 스파이스,1,40,ai_estimated
Chivas Regal 18 Year Old Mizunara,"다크 초콜릿, 말린 과일의 깊은 향에 미즈나라 오크의 복합적인 향신료와 백단향 아로마가 어우러집니다.","벨벳처럼 부드러운 질감과 함께 버터스카치, 구운 견과류, 다채로운 과일의 풍미가 풍성하게 채워집니다.","매우 길고 깊으며, 스파이시함과 달콤함이 완벽한 밸런스를 이룹니다.",,3,1,4,3,4,18년의 깊이와 미즈나라의 우아한 만남,1,43,ai_estimated
Balvenie TUN 1509 Batch 6,"꿀, 바닐라, 잘 익은 과일의 풍성한 향에 은은한 오크와 가죽, 토피 향이 복합적으로 피어오릅니다.","꿀을 바른 과일 타르트, 오렌지 껍질, 시나몬의 풍미가 층층이 쌓여 극상의 부드러움을 선사합니다.",끝없이 이어지는 달콤하고 우아한 여운이 깊은 감동을 줍니다.,,4,1,4,2,4,발베니 몰트 마스터의 역작이 만든 복합미,1,50.4,ai_estimated
Springbank 10 Year Old,"약간의 짭조름한 해풍, 과일(배, 사과), 그리고 은은한  peat(피트) 연기가 복합적으로 다가옵니다.","오일 같은 묵직한 질감에 바닐라, 맥아의 단맛, 꿀, 그리고 특유의 짠맛과 스파이스가 훌륭한 조화를 이룹니다.",짭조름함과 피트의 여운이 길고 여운 깊게 남습니다.,,2,2,3,3,4,"캠벨타운의 젖줄, 독보적인 왁시함과 짠맛",1,46,ai_estimated
Springbank 18 Year Old,"풍부한 열대 과일, 셰리 통의 뉘앙스, 왁시한 질감과 함께 은은한 가죽과 스모크 향이 감돌아옵니다.","마지팬, 오렌지 마말레이드, 다크 초콜릿의 풍미와 함께 짭조름한 바다 내음과 복합적인 스파이스가 폭발합니다.","극도로 길고 우아하며, 셰리의 단맛과 피트의 여운이 완벽한 균형을 이룹니다.",,3,2,4,3,5,시간이 완성한 캠벨타운의 진정한 걸작,1,46,ai_estimated
The Talisman,"가벼운 시트러스와 은은한 곡물 향, 그리고 아주 미세한 피트의 터치가 어우러집니다.",부드럽고 가벼운 곡물 단맛과 함께 마시기 편안한 데일리 블렌디드의 맛을 보여줍니다.,깔끔하고 드라이하게 떨어지며 가벼운 여운을 남깁니다.,,2,1,2,2,2,부담 없이 즐기는 클래식 블렌디드,1,40,ai_estimated
Penelope Four Grain,"네 가지 곡물(옥수수, 밀, 호밀, 보리)에서 오는 풍부한 바닐라, 구운 오크, 그리고 달콤한 캐러멜 향.","크리미한 질감과 함께 메이플 시럽, 흑설탕의 단맛이 퍼지며 호밀의 스파이스가 균형을 잡아줍니다.",달콤함과 따뜻한 스파이시함이 조화롭게 어우러지는 부드러운 여운.,,4,1,2,3,4,네 가지 곡물의 완벽한 하모니,1,48,ai_estimated
Macallan 30 Year Old Sherry Oak,풍부한 오렌지 껍질과 말린 과일 향에 묵직한 오크향과 바닐라가 감돈다.,"입안을 채우는 꿀의 단맛과 진한 체리, 무화과, 그리고 깊은 향신료의 조화.",오랜 세월이 느껴지는 우드향과 말린 과일의 여운이 길고 우아하게 이어진다.,,4,1,5,3,5,셰리 위스키의 정수가 빚어낸 30년의 예술,1,43,ai_estimated
Speyburn Bourbon Cask,"신선한 청사과와 시트러스 계열의 상큼함, 그리고 부드러운 바닐라 향이 느껴진다.","벌꿀의 달콤함과 크리미한 바닐라, 은은한 코코넛과 과일의 풍미가 가볍게 어우러진다.",깔끔하고 상쾌한 과일향이 은은하게 입안을 감돌며 마무리된다.,,3,1,4,2,2,버번 캐스에서 피어난 산뜻하고 부드러운 스페이사이드,1,40,ai_estimated
Talisker Distillers Edition,탈리스커 특유의 강렬한 스모크와 해풍의 짭조름함에 아모로소 셰리의 달콤한 건포도 향이 얹힌다.,"진한 맥아의 풍미와 후추 같은 스파이시함, 그리고 셰리 캐스트 유래의 진한 과일 단맛이 폭발한다.",스모키한 피트와 달콤한 과일의 여운이 길고 강렬하게 남는다.,,3,4,3,4,4,바다의 거친 숨결과 셰리의 달콤한 만남,1,45.8,ai_estimated
Ballantine's 23 Year Old,잘 익은 사과와 서양배의 과일향이 달콤한 바닐라 및 토피와 부드럽게 조화를 이룬다.,"크리미한 질감과 함께 꿀, 생강, 오크의 풍미가 복합적이고 우아하게 퍼진다.",길고 부드럽게 이어지는 달콤한 여운이 깊은 인상을 남긴다.,,4,1,4,2,3,23년의 숙성이 선사하는 완벽한 밸런스,1,40,ai_estimated
Ballantine's 17 Year Old,"꿀처럼 달콤한 향과 오크, 그리고 은은한 스모크의 힌트가 균형을 이룬다.","크리미하고 부드러우며, 바닐라와 오크, 감미로운 과일의 풍미가 입안을 채운다.",스파이시한 여운과 함께 깔끔하고 드라이하게 마무리된다.,,3,2,3,2,3,블렌디드 위스키의 교과서 같은 클래식,1,43,ai_estimated
Ballantine's 21 Year Old,"헤더꿀의 달콤함과 잘 익은 사과, 그리고 은은한 향신료의 향이 고급스럽게 다가온다.","감미로운 감초와 토피, 부드러운 오크의 풍미가 겹겹이 느껴진다.",길고 따뜻한 여운이 부드럽게 감싸 안는다.,,4,1,3,2,4,깊이와 부드러움이 공존하는 프리미엄 블렌디드,1,40,ai_estimated
Ballantine's 30 Year Old,"풍부한 과일향과 셰리, 바닐라가 완숙된 오크 향과 함께 압도적인 깊이감을 뽐낸다.","꿀, 바닐라, 플로럴한 노트가 완벽한 조화를 이루며 벨벳처럼 부드럽게 감긴다.",끝없이 이어질 듯 길고 우아한 여운이 특징이다.,,4,1,4,2,4,시간이 완성한 궁극의 부드러움,1,40,ai_estimated
John Barr Reserve,몰트와 곡물의 은은한 향에 약간의 캐러멜과 바닐라 뉘앙스가 가볍게 스친다.,"부드러운 단맛과 함께 약간의 곡물 느낌, 가벼운 스파이시함이 조화를 이룬다.",깔끔하고 무난하게 떨어지는 데일리 위스키다운 여운.,,3,1,2,2,2,부담 없이 즐기는 클래식 블렌디드,1,40,ai_estimated
Jura 18 Year Old,"토피, 바닐라의 달콤함에 열대 과일과 은은한 시나몬 향이 깃들어 있다.","풍부한 초콜릿, 커피의 쌉싸름함과 함께 붉은 과일의 풍미가 묵직하게 다가온다.",따뜻하고 스파이시한 오크의 여운이 길게 남는다.,,3,2,3,3,4,섬세한 아일랜드의 풍미를 담은 18년,1,44,ai_estimated
Kavalan Solist Fino Sherry Single Cask Strength,"피노 셰리 캐스크 특유의 청량한 견과류 향과 말린 과일, 그리고 짙은 바닐라 향.","강렬한 캐스크 스트렝스의 도수 속에서 터져 나오는 시트러스, 아몬드, 그리고 풍부한 단맛.",입안에 오래도록 남는 진하고 드라이한 여운.,,4,1,4,4,5,대만 열대 기후가 빚어낸 강렬한 피노 셰리의 진수,1,57,ai_estimated
Kavalan Solist Vinho Barrique Single Cask Strength,"농축된 포도 주스, 멜론, 망고 등 열대 과일의 폭발적인 향과 달콤한 바닐라.","버터시럽, 캐러멜, 그리고 묵직한 베리류의 과일 맛이 진하게 응축되어 밀려온다.",과일의 단맛과 복합적인 오크 스파이스가 길고 화려하게 여운을 남긴다.,,5,1,5,3,5,와인 바리끄가 선사하는 과일 폭탄의 향연,1,55.6,ai_estimated
Kavalan Solist Oloroso Sherry Single Cask Strength,"말린 과일, 견과류, 초콜릿 향이 짙게 배어 있으며 풍부한 스파이스가 감돈다.","입안을 가득 채우는 건포도, 무화과, 견과류의 진한 풍미와 묵직한 바디감.",오크와 말린 과일의 여운이 길고 따뜻하게 지속된다.,,4,1,5,4,5,올로로소 셰리의 깊고 진한 매력을 극대화하다,1,57.8,ai_estimated
Kavalan Solist Port Cask Single Cask Strength,"베리류의 과일 향과 자두, 초콜릿, 그리고 은은한 플로럴 노트가 복합적으로 피어난다.","달콤한 포도 잼과 다크 초콜릿, 캐러멜의 풍미가 강렬한 도수와 함께 조화를 이룬다.",달콤하면서도 스파이시한 여운이 길고 진하게 남는다.,,5,1,5,4,5,포트 캐스크가 빚어낸 진한 베리와 초콜릿의 하모니,1,58.6,ai_estimated
Kavalan Triple Sherry Cask,"올로로소, PX, 모스카토 세 가지 셰리 캐스크의 영향으로 풍부한 말린 과일, 포도, 달콤한 캐러멜 향이 감돈다.","버터스코치, 초콜릿, 베리류의 달콤함이 부드럽고 크리미한 질감과 함께 입안을 가득 채운다.",달콤한 과일과 은은한 향신료의 여운이 길고 조화롭게 이어진다.,,4,1,5,2,4,세 가지 셰리의 풍성한 조화,1,40,ai_estimated
Kavalan Solist Madeira Wine Cask Single Cask Strength,"마데디라 와인 캐스크 특유의 꿀, 설탕에 절인 오렌지, 견과류, 열대 과일의 진한 향이 폭발한다.","농축된 포도즙, 밀크 초콜릿, 꿀에 절인 과일의 극도로 달콤하고 풍성한 맛이 느껴진다.",달콤함과 은은한 허브 뉘앙스가 길고 따뜻하게 남는다.,,5,1,5,3,5,달콤하고 화사한 마데디라의 진수,1,57.1,ai_estimated
Kavalan Solist ex-Bourbon Cask Single Cask Strength,"바닐라, 코코넛, 열대 과일(망고, 파인애플)의 화사하고 순수한 향이 돋보인다.","크리미한 바닐라와 버터밀크, 열대 과일의 풍미가 캐스크 스트렝스 특유의 강렬함과 함께 다가온다.",깔끔한 오크 터치와 바닐라의 달콤한 여운이 길게 이어진다.,,4,1,5,3,4,카발란 본연의 열대 과일 폭탄,1,58.6,ai_estimated
Kavalan Podium,"싱그러운 꽃향기와 함께 꿀, 바닐라, 망고 등 다채로운 열대 과일 향이 어우러진다.","부드럽고 실키한 질감 속에서 바닐라 크림, 꿀, 은은한 오크의 단맛이 균형 있게 조화를 이룬다.",깔끔하고 청량한 과일 향의 여운이 기분 좋게 남는다.,,4,1,4,2,3,우아함과 부드러움의 극치,1,46,ai_estimated
Kavalan Solist Palo Cortado Sherry Single Cask Strength,"희귀한 팔로 코르타도 셰리 캐스크에서 온 진한 견과류, 말린 무화과, 토피 향이 복합적으로 피어오른다.","다크 초콜릿, 스파이스, 묵직한 건과일의 풍미가 폭발적이며 깊이 있는 단맛을 선사한다.","오크와 스파이스, 견과류의 쌉싸름하면서도 달콤한 여운이 길게 남는다.",,4,1,4,4,5,희귀한 셰리의 깊고 진한 복합미,1,57.8,ai_estimated
Kavalan Solist Virgin American Oak Single Cask Strength,"새 오크통에서 오는 강렬한 바닐라, 코코넛, 버터스코치, 그리고 스파이시한 향이 가득하다.","꿀, 바닐라, 시나몬의 풍미가 진하게 밀려오며 입안을 꽉 채우는 묵직함을 보여준다.",스파이시함과 오크의 달콤한 여운이 오래도록 지속된다.,,4,1,3,5,5,새 오크통이 선사하는 강렬함,1,58.6,ai_estimated
Kavalan Concertmaster Port Cask Finish,"포트 와인 캐스크 피니시 특유의 붉은 베리류, 딸기 잼, 달콤한 포도 향이 감돈다.","부드러운 과일 과즙, 캐러멜, 그리고 은은한 초콜릿의 풍미가 조화롭게 어우러진다.",달콤한 베리류의 여운이 따뜻하게 입안을 감싼다.,,4,1,5,2,3,포트 와인이 빚어낸 베리의 달콤함,1,40,ai_estimated
Macallan Harmony Collection,"초콜릿, 오렌지 제스트, 구운 견과류와 함께 풍부한 디저트 같은 향이 느껴진다.","진한 다크 초콜릿, 허니, 오크의 풍미가 크리미한 질감과 함께 입안을 가득 채운다.",달콤하고 진한 초콜릿의 여운이 길고 우아하게 남는다.,,4,1,3,2,4,자연과 지속가능성을 담은 초콜릿 노트,1,44,ai_estimated
Macallan 12 Year Old Double Cask,"크리미한 버터스카치, 토피 애플, 오렌지 캔디와 은은한 바닐라 향이 조화롭다.","꿀, 잰다이아몬드 오크, 시나몬, 그리고 감귤류의 과일 맛이 부드럽게 퍼진다.",오크의 스파이스와 달콤한 과일 향이 따뜻하게 마무리된다.,,4,1,4,3,3,아메리칸과 유러피안 셰리의 완벽한 균형,1,40,ai_estimated
Macallan 12 Year Old Sherry Oak,"말린 과일, 오렌지, 생강, 그리고 풍부한 셰리 오크 향이 묵직하게 다가온다.","과일 케이크, 향신료, 우드 스모크, 그리고 진한 오크의 풍미가 복합적으로 어우러진다.","말린 과일과 달콤한 오렌지, 스파이스의 여운이 길게 이어진다.",,4,1,4,3,4,정통 셰리 오크의 깊고 진한 클래식,1,43,ai_estimated
Glenfiddich 14 Year Old Bourbon Barrel,"풍부한 오크 향과 함께 바닐라, 구운 사과, 진한 캐러멜 향이 달콤하게 피어오른다.","잘 익은 사과, 배, 버터스카치, 그리고 아메리칸 오크의 크리미한 풍미가 돋보인다.",따뜻하고 달콤한 오크와 바닐라의 여운이 길게 남는다.,,4,1,4,2,3,아메리칸 버본 배럴의 풍부한 바닐라,1,43,ai_estimated
Hakushu (NAS),청사과와 배 같은 싱그러운 과일 향에 은은한 허브와 푸른 잎사귀의 아로마가 감돈다.,"상큼한 시트러스와 함께 부드러운 단맛이 퍼지며, 은은한 스모크와 민트 같은 청량감이 조화를 이룬다.",깔끔하고 시원한 허브 뉘앙스와 함께 상쾌한 여운이 길게 이어진다.,,2,2,4,2,3,숲속의 증류소에서 온 청량한 싱글몰트,5,43,ai_estimated
Kavalan Solist Manzanilla Sherry Single Cask Strength,"짭조름한 바다 내음과 함께 말린 과일, 구운 견과류, 허브의 복합적인 향이 뿜어져 나온다.","강렬한 도수 속에서 느껴지는 묵직한 건과일의 풍미와 독특한 짭조름함, 스파이시함이 매력적이다.",드라이하면서도 깊은 풍미가 길게 남아 여운을 더한다.,,4,1,4,4,5,만자닐라 셰리의 짭조름하고 독창적인 매력,1,58,ai_estimated
Kavalan Solist Amontillado Sherry Single Cask Strength,헤이즐넛과 아몬드 같은 견과류 향에 묵직한 오크 톤과 달콤한 캐러멜 아로마가 어우러진다.,"풍부한 견과류의 고소함과 짙은 셰리 노트가 혀를 감싸며, 묵직하고 복합적인 단맛을 낸다.",길고 드라이한 여운 속에 은은한 스파이스와 고소함이 남는다.,,4,1,4,4,5,견과류와 오크의 깊은 풍미가 빚어낸 예술,1,57,ai_estimated
Kavalan Solist Moscatel Sherry Single Cask Strength,"꿀에 절인 과일, 청포도, 감귤류의 달콤하고 향긋한 향이 폭발적으로 피어오른다.","꿀, 시럽, 열대과일의 농밀한 단맛이 입안 가득 채우며 캐스스크 스트렝스의 강렬함을 선사한다.",달콤함과 은은한 스파이스가 길게 이어지는 여운.,,5,1,5,3,5,달콤한 모스카텔의 화려한 과일 폭탄,1,56,ai_estimated
Kavalan Solist Brandy Cask Single Cask Strength,"잘 익은 포도, 진한 바닐라, 달콤한 시럽과 우디한 향이 조화롭게 다가온다.","브랜디 캐스크 특유의 와인숙성 풍미와 함께 과일 케이크, 버터스카치의 묵직한 단맛이 느껴진다.",따뜻하고 우디한 여운이 부드럽게 감싼다.,,4,1,4,3,5,브랜디 캐스크가 선사하는 묵직한 포도의 감동,1,54,ai_estimated
Kavalan Solist Bourbon Cask Single Cask Strength,"바닐라, 코코넛, 열대과일의 신선하고 직관적인 향이 강렬하게 코를 자극한다.","버렌 캐스크의 특성이 극대화되어 바닐라, 크림, 꿀, 그리고 상큼한 과일 맛이 폭발한다.",깔끔하면서도 달콤한 바닐라 여운이 길게 지속된다.,,4,1,4,3,5,버번 캐스크의 정석을 보여주는 강렬함,1,57,ai_estimated
Kavalan Solist Sherry Cask Single Cask Strength,"진한 건포도, 초콜릿, 견과류, 그리고 스파이시한 오크 향이 묵직하게 다가온다.","입안을 꽉 채우는 건과일의 진한 달콤함과 스파이시함, 그리고 묵직한 바디감이 일품이다.",길고 깊은 여운 속에 쌉싸름한 다크초콜릿과 단맛이 공존한다.,,5,1,5,4,5,"셰리 위스키의 끝판왕, 진한 건과일의 진수",1,58,ai_estimated
Kavalan Solist PX Sherry Single Cask Strength,"당밀, 무화과, 건포도, 진한 캐러멜과 에스프레소의 농축된 아로마.","극도로 달콤하고 묵직한 시럽, 다크 초콜릿, 말린 과일의 풍미가 압도적으로 밀려온다.",매우 길고 진한 달콤함과 은은한 여운이 오랫동안 남는다.,,5,1,5,3,5,PX 셰리가 선사하는 극상의 달콤함,1,56,ai_estimated
Kavalan Solist Colheita Port Cask Single Cask Strength,"붉은 베리류, 체리, 자두의 달콤새콤한 과일 향과 함께 초콜릿 향이 감돈다.","포트와인 캐스크 특유의 진한 베리류 과일 맛과 견과류, 바닐라의 풍미가 복합적으로 어우러진다.",과일의 달콤함과 따뜻한 스파이스가 길게 여운을 남긴다.,,4,1,5,3,5,포트 와인의 풍부한 베리류 풍미,1,57,ai_estimated
Jura The Bay,"메이플 시럽, 배, 그리고 은은한 허브와 바다 소금의 향이 어우러진다.","구운 사과, 감초, 그리고 부드러운 토피의 단맛이 은은한 스파이스와 조화를 이룬다.",따뜻하고 달콤한 여운이 부드럽게 감싼다.,,3,1,3,2,3,달콤함과 부드러움이 조화로운 섬 위스키,1,44,ai_estimated
Jura The Sound,"헤이즐넛, 오렌지 껍질, 그리고 달콤한 바닐라 향이 부드럽게 피어오른다.","잘 익은 과일의 풍미와 함께 버터스카치, 구운 오크의 깊은 맛이 입안을 채운다.",고소하고 달콤한 넛티함이 길게 이어진다.,,3,1,3,2,3,풍부한 과일과 견과류의 밸런스,1,42,ai_estimated
Jura Islander,"꿀, 바닐라, 그리고 상큼한 시트러스 계열의 향이 가볍게 다가온다.",부드러운 맥아의 단맛과 은은한 과일 풍미가 가볍고 마시기 편하게 다가온다.,깔끔하고 산뜻한 여운.,,3,1,3,2,2,가볍고 산뜻하게 즐기는 섬의 맛,1,40,ai_estimated
Teeling Small Batch,"바닐라, 달콤한 럼 캐스크의 뉘앙스, 그리고 말린 과일과 허브 향.","럼 배럴 숙성 특유의 열대 과일 풍미와 바닐라, 크리미한 단맛이 부드럽게 퍼진다.",달콤하고 스파이시한 여운이 깔끔하게 마무리된다.,,4,1,4,3,3,럼 배럴로 완성한 아이리시의 달콤함,1,46,ai_estimated
